housing_median_age,total_rooms_log,population_log,median_income_log,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,coords_sum
0.3484902466663322,0.6202966918251112,1.051362795320184,-0.18433998806295643,0.0,0.0,0.0,0.0,1.0,-0.46726827666913456
1.618118125303759,0.7317488707083172,0.24976122352461944,0.17016113571711636,0.0,0.0,0.0,0.0,1.0,-0.5531499262372841
-1.952710283364004,-0.08685728512665283,-0.26826532103648154,0.37059705284301936,0.0,0.0,0.0,0.0,1.0,-2.307589338843964
0.5865454739108498,-0.4958137413919698,0.35881164646927527,-1.2588564024308864,0.0,0.0,0.0,0.0,1.0,-0.5899563474807992
1.142007670814724,0.2354503141796568,-0.3338718515252905,0.009914763519614183,0.0,1.0,0.0,0.0,0.0,1.1276766438823658
-0.6830824047265771,1.2944051028196166,1.2783376181794153,1.5061008564154466,1.0,0.0,0.0,0.0,0.0,-0.6144939616431251
-0.04826846540786368,-0.253774488308484,0.2937484926924943,-0.7389794631290074,1.0,0.0,0.0,0.0,0.0,0.011215199496299894
0.6658972163256889,0.31743081900695036,-0.1425624552335802,1.9850761230244993,0.0,0.0,0.0,1.0,0.0,-0.835332489104111
-1.8733585409491647,-0.8251261194932124,-0.4268815845003295,-1.7322417750585888,1.0,0.0,0.0,0.0,0.0,0.20751611279494234
-1.8733585409491647,1.4756328190250292,1.4933305958116752,1.4303955776609565,1.0,0.0,0.0,0.0,0.0,0.20751611279494234
1.8561733525482766,-1.0187510295443125,-0.7509522657087722,0.4044251645464262,0.0,0.0,0.0,1.0,0.0,-0.9702893669969298
-0.2863236926523812,-0.11169984981123467,0.6269050456163716,-0.9877973876727701,1.0,0.0,0.0,0.0,0.0,-0.5408811191561298
-1.2385446016304513,-0.0127154955091732,-0.552813357547407,-0.4592162770124594,0.0,1.0,0.0,0.0,0.0,2.0601059820509438
0.5865454739108498,-0.08164320405956804,1.4933305958116752,-1.1100196325260805,1.0,0.0,0.0,0.0,0.0,-0.7494508395359439
1.3800628980592415,-0.5239810445516051,-0.623191657027914,-0.5064491915111199,1.0,0.0,0.0,0.0,0.0,-0.2709673633704921
0.5865454739108498,0.3583435404180876,0.7565113019624393,-0.24839257593838932,1.0,0.0,0.0,0.0,0.0,-0.4918058908314779
1.8561733525482766,0.2169041760607831,0.08237560472338848,-0.4462021634844843,1.0,0.0,0.0,0.0,0.0,-1.2770095440260651
-0.6830824047265771,1.0428529102810051,0.9011743983331165,0.5081248789137832,0.0,1.0,0.0,0.0,0.0,0.7718812385285612
0.4278419890811714,0.39013700411364566,0.8134966334725668,0.4134871721259346,1.0,0.0,0.0,0.0,0.0,-0.20962332796468594
-0.6037306623117379,-1.2279886732158067,0.21558225676781453,-1.8112709200672912,1.0,0.0,0.0,0.0,0.0,-0.5040746979126322
0.18978676183665386,-0.32258541013257036,-0.07266116334431,-1.0210787308621334,0.0,1.0,0.0,0.0,0.0,0.931375730583706
0.5071937314960105,0.8099355276080924,0.2616958742560709,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,-0.9825581740781015
-0.5243789198968988,0.09891000284286376,-0.07402628234901769,-0.5800597303240727,1.0,0.0,0.0,0.0,0.0,-0.3323113987763331
1.142007670814724,-0.688647513523749,-0.00471043988029522,-1.6463805415860095,1.0,0.0,0.0,0.0,0.0,-0.442730662506826
-0.8417858895562554,-1.3925178685730122,-2.1402033244247836,-0.9627276371704693,0.0,1.0,0.0,0.0,0.0,3.0906857768688254
1.8561733525482766,0.03669359493517947,-0.6072505491783193,1.0060047403376384,0.0,0.0,0.0,1.0,0.0,-0.5531499262373015
-1.0798411168007729,-3.252931646812277,-2.8992753956403265,-2.646082721101761,0.0,1.0,0.0,0.0,0.0,2.2686757024307402
1.3800628980592415,-1.0730921187527738,-0.27610711558416473,-0.022346073054867473,1.0,0.0,0.0,0.0,0.0,-0.29550497753283544
-0.5243789198968988,-0.526014593040033,-0.4426931865348775,0.2101439182955416,1.0,0.0,0.0,0.0,0.0,-0.40592424126331095
0.0310832770069755,-0.07274919506108099,-0.1141913838430901,-0.7647636129741833,1.0,0.0,0.0,0.0,0.0,-0.9702893669969298
0.26913850425149305,0.2891025491284188,0.1481893266871525,-0.5765452929435133,1.0,0.0,0.0,0.0,0.0,-0.01332241466600862
-2.111413768193682,0.4133913011963377,0.3074183209707738,0.3221420756797369,0.0,1.0,0.0,0.0,0.0,0.5878491323110729
0.8246007011553673,-0.3164291980487793,0.01210690873233668,-0.4969409661987591,1.0,0.0,0.0,0.0,0.0,-0.5776875403996274
0.6658972163256889,-1.3481950984828766,-0.37371754239197164,-0.7450111672339493,1.0,0.0,0.0,0.0,0.0,-0.05012883590952369
0.18978676183665386,0.8877859125779101,0.7671803363831611,-0.06247954912594515,1.0,0.0,0.0,0.0,0.0,-0.3445802058574874
0.5071937314960105,-0.3076807682656015,-0.3437298648711254,0.03221641720326567,1.0,0.0,0.0,0.0,0.0,-0.35684901293864163
-0.9211376319710947,0.4572611348285598,0.465778642875738,-1.1911419426419163,0.0,1.0,0.0,0.0,0.0,2.7471591785961924
1.8561733525482766,1.0452037262213063,1.4933305958116752,-0.23212520870525338,1.0,0.0,0.0,0.0,0.0,-0.3691178200198133
-1.0004893743859338,1.4466140561240504,1.4532121267364193,0.848207957215591,1.0,0.0,0.0,0.0,0.0,-0.3200425916951614
-0.04826846540786368,-0.8750078297941178,-0.4480027378386849,-2.4240269002060164,1.0,0.0,0.0,0.0,0.0,-0.4059242412633284
0.26913850425149305,1.4756328190250292,1.3166149312785451,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,-0.5286123120749756
0.18978676183665386,0.3847982632322399,0.4132932028264383,0.24611664106003406,0.0,1.0,0.0,0.0,0.0,0.011215199496299894
0.5071937314960105,-1.3211815724868845,-0.7163235760323686,0.2902333382511439,0.0,1.0,0.0,0.0,0.0,0.5633115181487645
1.0626559283998849,-0.11550217767571079,-0.4374032397728214,1.2664294379364567,1.0,0.0,0.0,0.0,0.0,-0.5776875403996274
-0.2863236926523812,-0.1937743722318739,0.3446063657755463,0.057173396456307146,1.0,0.0,0.0,0.0,0.0,-0.3936554341821393
-0.9211376319710947,1.2316881454412614,1.4380812424733944,-0.19986125312965838,1.0,0.0,0.0,0.0,0.0,-0.1973545208834968
1.3007111556444024,0.5770665730427567,0.27887979584581624,-0.4842863500747906,0.0,1.0,0.0,0.0,0.0,1.2012894863693437
0.0310832770069755,0.23841901423712306,0.8353813607356149,-0.22824563615209786,1.0,0.0,0.0,0.0,0.0,-0.2709673633704921
-0.2863236926523812,-0.5990931733031496,-1.4661108087176258,-0.28600153359517355,1.0,0.0,0.0,0.0,0.0,-0.1973545208834968
1.8561733525482766,0.39545569710375383,0.6024139827910753,0.31146807262797155,1.0,0.0,0.0,0.0,0.0,-0.037860028828352
1.3800628980592415,0.21086937238961254,1.0949018412529061,-0.8358277611675996,1.0,0.0,0.0,0.0,0.0,-0.30777378461398974
1.142007670814724,-0.46332007633233296,-0.6866952054940118,0.5448042609803152,0.0,0.0,0.0,1.0,0.0,-0.23416094212699445
0.18978676183665386,-0.3287684969411269,-0.47124092631292075,-0.36699392049872537,0.0,1.0,0.0,0.0,0.0,2.514051844054035
0.4278419890811714,0.7098088888160772,0.5245263390788308,-0.6188434124896465,1.0,0.0,0.0,0.0,0.0,-0.36911782001983073
1.8561733525482766,0.48294528048473334,0.07623986820595982,-0.19698321727141252,1.0,0.0,0.0,0.0,0.0,-0.4304618554256369
-1.952710283364004,1.4756328190250292,1.4170118585360123,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,-0.3200425916951614
-1.952710283364004,0.019491947033542206,-0.4077903084776062,2.0151935251084527,0.0,0.0,0.0,1.0,0.0,-0.3936554341821393
0.8246007011553673,-1.619948086497626,-1.2061035580597748,-2.092628822263522,1.0,0.0,0.0,0.0,0.0,-0.4918058908314779
1.618118125303759,-1.0001426147105859,-1.245775953849925,-0.5223401895553065,1.0,0.0,0.0,0.0,0.0,-0.46726827666913456
-0.20697195023754203,0.7529417790028524,0.43164273134755243,-0.4213832583092771,0.0,0.0,0.0,0.0,1.0,-0.6144939616431251
1.142007670814724,-0.8933514052512125,-0.7356991239018623,-1.1518671160507796,0.0,0.0,0.0,0.0,1.0,-0.5899563474807992
1.6974698677185982,-0.4258555083219704,-0.14113047881547106,-0.15232979223427265,1.0,0.0,0.0,0.0,0.0,-0.025591221747197745
-0.9211376319710947,-0.23542319617269652,-0.7954493915673108,-1.4553885543624214,0.0,1.0,0.0,0.0,0.0,0.3302041836066244
