Price Per Unit,Total Spent,Discount Applied,Txn_Year,Txn_Month,Txn_Day,Txn_DayOfWeek,Txn_IsWeekend,Customer_Txn_Count,Customer_Avg_Quantity,Customer_Avg_Spent,Item_Target_Enc,Category_Target_Enc,Payment Method_Credit Card,Payment Method_Digital Wallet,Location_Online,Quantity
0.5290418079290753,1.396369832509554,1,-0.052545009001339245,0.47013359210690914,-1.5434714870760917,-0.5059735423448333,-0.6349987741905043,0.3109270541138414,0.9745332132428085,0.2261766099681315,0.69098200186646,-1.293983240910642,0,1,1,9.0
-0.030359047135845356,-0.14946571228634334,0,-1.2228323373867378,-0.3899369736252532,1.624006186192828,-1.5042653872225564,-0.6349987741905043,1.924431455622218,-1.0261322922719576,0.7244039983352282,0.69098200186646,-1.293983240910642,0,0,1,5.0
0.9485924492277658,0.4063998089587567,0,-0.052545009001339245,-0.10324678504786573,-0.9778504739923561,-0.5059735423448333,-0.6349987741905043,1.2478005775703183,-1.0261322922719576,-1.4677965104799973,0.69098200186646,0.7728075359741512,0,1,1,5.0
-1.428861184798147,-1.0282626315881205,0,-1.2228323373867378,-0.9633173507800281,1.7371303888095753,-0.006827619905971599,-0.6349987741905043,0.675266757680249,-1.0261322922719576,-0.8699236444394812,-0.7472998133639447,-1.293983240910642,0,0,0,4.0
0.6688920216953054,1.2163752827730454,0,-0.052545009001339245,0.47013359210690914,1.510881983576081,-1.005119464783695,-0.6349987741905043,-0.8861891147472122,-1.0261322922719576,-1.2685055551331585,-0.7472998133639447,-1.293983240910642,0,0,0,8.0
0.9485924492277658,1.1157900932144083,0,-1.2228323373867378,1.0435139692616842,0.040267349558368117,1.4906101474106133,1.5748061896257965,-0.41775235301897384,0.9745332132428085,-1.368151032806578,-0.7472998133639447,-1.293983240910642,1,0,0,7.0
0.24934138039661496,0.5599245719693082,0,-0.052545009001339245,-0.9633173507800281,-1.6565956896928389,-0.5059735423448333,-0.6349987741905043,-0.10546117853348161,0.9745332132428085,-1.1688600774597393,0.69098200186646,0.7728075359741512,0,1,0,7.0
-0.1702092609020755,-0.22887507246421476,1,-0.052545009001339245,-1.2500075393574155,1.3977577809593338,-1.005119464783695,-0.6349987741905043,-0.41775235301897384,0.9745332132428085,-1.368151032806578,0.69098200186646,-1.293983240910642,0,1,1,5.0
-0.1702092609020755,-0.22887507246421476,1,1.1177423193840592,0.1834434035295217,0.8321367678755981,-1.005119464783695,-0.6349987741905043,0.5191211704375029,-1.0261322922719576,-1.2685055551331585,0.69098200186646,0.7728075359741512,0,1,1,5.0
0.9485924492277658,-0.6576856174247205,0,-1.2228323373867378,1.0435139692616842,-0.2991052582918733,-0.006827619905971599,-0.6349987741905043,1.0396064612466567,0.9745332132428085,0.5251130429883895,0.69098200186646,-1.293983240910642,1,0,0,2.0
0.24934138039661496,-1.0917901197304178,0,1.1177423193840592,0.47013359210690914,-1.0909746766091033,-1.005119464783695,-0.6349987741905043,-1.0943832310708737,0.9745332132428085,1.2226313867023249,-0.7472998133639447,0.7728075359741512,0,0,1,1.0
0.6688920216953054,-0.7212131055670177,0,-0.052545009001339245,1.0435139692616842,-0.864726271375609,1.4906101474106133,1.5748061896257965,-0.3136552948571431,0.9745332132428085,0.42546756531497015,-1.466440720979147,0.7728075359741512,0,0,1,2.0
-0.1702092609020755,-1.1394357358371405,0,-0.052545009001339245,1.616894346416459,-1.3172230818425976,-1.5042653872225564,-0.6349987741905043,-0.3136552948571431,0.9745332132428085,0.42546756531497015,-0.7472998133639447,0.7728075359741512,1,0,1,1.0
-1.568711398564377,-0.7476828922929748,1,1.1177423193840592,0.47013359210690914,-0.7516020687588618,0.49231830253289005,-0.6349987741905043,-0.8861891147472122,-1.0261322922719576,-1.2685055551331585,0.69098200186646,-1.293983240910642,1,0,0,9.0
1.2282928767602261,-0.9806170154813977,0,-0.052545009001339245,1.616894346416459,1.3977577809593338,-0.006827619905971599,-0.6349987741905043,-0.15750970761439698,0.9745332132428085,1.5215678197225828,-0.7472998133639447,0.7728075359741512,1,0,0,1.0
-0.3100594746683057,-1.155317607872715,0,-1.2228323373867378,-0.3899369736252532,-0.18598105567512616,0.9914642249717517,1.5748061896257965,-0.10546117853348161,0.9745332132428085,-1.1688600774597393,0.69098200186646,0.7728075359741512,0,0,1,1.0
-0.589759902200766,-0.46710315299782906,0,-1.2228323373867378,0.7568237806842966,0.15339155217511524,0.9914642249717517,1.5748061896257965,1.2478005775703183,-1.0261322922719576,-1.4677965104799973,0.69098200186646,0.7728075359741512,1,0,1,5.0
-0.7296101159669961,-1.0388505462785034,1,-1.2228323373867378,-0.6766271622026406,-0.18598105567512616,-0.006827619905971599,-0.6349987741905043,-1.3546258764754506,0.9745332132428085,0.8240494760086475,-0.7472998133639447,0.7728075359741512,0,1,1,2.0
-1.2890109710319169,-0.662979574769912,1,1.1177423193840592,1.0435139692616842,-0.864726271375609,-1.005119464783695,-0.6349987741905043,-0.8861891147472122,-1.0261322922719576,-1.2685055551331585,-2.1855816285943495,-1.293983240910642,0,1,0,7.0
0.24934138039661496,-0.26593277388055475,0,-1.2228323373867378,0.7568237806842966,-1.4303472844593448,0.9914642249717517,1.5748061896257965,-0.15750970761439698,0.9745332132428085,1.5215678197225828,0.69098200186646,-1.293983240910642,1,0,0,4.0
-0.3100594746683057,0.11523215497322813,1,1.1177423193840592,1.0435139692616842,-1.3172230818425976,0.49231830253289005,-0.6349987741905043,-0.8861891147472122,-1.0261322922719576,-1.2685055551331585,-0.7472998133639447,0.7728075359741512,0,0,1,7.0
-1.0093105434994565,-0.44063336627187194,0,1.1177423193840592,-0.10324678504786573,-0.9778504739923561,0.49231830253289005,-0.6349987741905043,-0.2616067657762277,-1.0261322922719576,1.7208587750694215,0.69098200186646,-1.293983240910642,0,1,0,7.0
0.9485924492277658,2.1798755195978856,0,1.1177423193840592,-0.3899369736252532,0.6058883626421038,-1.005119464783695,-0.6349987741905043,-1.0943832310708737,0.9745332132428085,1.2226313867023249,0.69098200186646,0.7728075359741512,0,0,0,10.0
1.3681430905264562,2.6563316806651143,0,1.1177423193840592,0.1834434035295217,-1.3172230818425976,-0.006827619905971599,-0.6349987741905043,0.5191211704375029,-1.0261322922719576,-1.2685055551331585,-0.7472998133639447,-1.293983240910642,1,0,1,10.0
0.3891915941628451,0.6710976762183282,0,-0.052545009001339245,0.47013359210690914,-0.9778504739923561,-1.5042653872225564,-0.6349987741905043,0.3109270541138414,0.9745332132428085,0.2261766099681315,-0.7472998133639447,-1.293983240910642,0,1,0,7.0
-0.3100594746683057,-0.5200427264497434,0,-0.052545009001339245,1.0435139692616842,1.624006186192828,-1.5042653872225564,-0.6349987741905043,-0.6779949984235507,-1.0261322922719576,-1.4677965104799973,-0.7472998133639447,0.7728075359741512,0,1,0,4.0
-1.0093105434994565,-0.8376801671612292,0,1.1177423193840592,1.3302041578390715,-1.5434714870760917,0.9914642249717517,1.5748061896257965,2.0285285137840487,-1.0261322922719576,0.7244039983352282,0.69098200186646,-1.293983240910642,0,1,1,4.0
