longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,total_rooms_log,total_bedrooms_log,population_log,households_log,median_income_log,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household,bedrooms_per_room,population_per_household,coords_sum
1.2725865624715638,-1.3728111990669665,0.3484902466663322,0.48239133526477374,0.42955218986966076,1.2577262073316506,0.5758203678995684,-0.3318926867704999,0.6202966918251112,0.5930505364866058,1.051362795320184,0.6808713637909755,-0.18433998806295643,0.0,0.0,0.0,0.0,1.0,-0.16531430269158448,-0.21736404028151066,0.11733556635224174,-0.46726827666913456
0.709162124420041,-0.8766960138236605,1.618118125303759,0.6649742114258681,0.9863662472101865,-0.0313547778766416,1.0759320155926804,-0.00043337165878069107,0.7317488707083172,0.9240093277702595,0.24976122352461944,0.961183058227168,0.17016113571711636,0.0,0.0,0.0,0.0,1.0,-0.3991204363176091,0.3564820461138157,-0.22078275559780505,-0.5531499262372841
-0.44760309352645633,-0.4601464714967377,-1.952710283364004,-0.39414911318048046,-0.6005538162103118,-0.5530011400451087,-0.5033679244908312,0.20567209503575537,-0.08685728512665283,-0.33643828941099735,-0.26826532103648154,-0.2129143036438443,0.37059705284301936,0.0,0.0,0.0,0.0,1.0,0.10461491051166531,-0.6833785536342902,-0.05029412684375832,-2.307589338843964
1.2326981066803062,-1.382171862939483,0.5865454739108498,-0.7336391485425154,-0.47527065330869356,0.10461319622240747,-0.43192340339181523,-1.121484048560417,-0.4958137413919698,-0.1863155928334675,0.35881164646927527,-0.13334155729854832,-1.2588564024308864,0.0,0.0,0.0,0.0,1.0,-0.601393509064639,0.8131457687747585,0.1696964893646995,-0.5899563474807992
-0.10855121930075651,0.5320838989898743,1.142007670814724,-0.04824014857840699,-0.25254503037248327,-0.6066038990649262,-0.3379174545773205,-0.155282243232948,0.2354503141796568,0.047502239421654595,-0.3338718515252905,-0.03487827588218402,0.009914763519614183,0.0,1.0,0.0,0.0,0.0,0.3721424672716494,-0.5680911570214651,-0.12353727792782314,1.1276766438823658
-1.1356789559256615,0.8316251429103606,-0.6830824047265771,1.8417779054329222,1.0594480922361305,1.7741430320347695,1.2451427234587709,1.684260003864737,1.2944051028196166,0.962362207678882,1.2783376181794153,1.0449595524300859,1.5061008564154466,1.0,0.0,0.0,0.0,0.0,0.3780406781579705,-0.9319042919356388,0.06069700495935881,-0.6144939616431251
0.8038972069242786,-0.7503270515447072,-0.04826846540786368,-0.5446373431413825,-0.3012662603897793,0.022247981143175822,-0.3078355509566822,-0.775756815742677,-0.253774488308484,-0.0005381981797132921,0.2937484926924943,-0.004730865287900933,-0.7389794631290074,1.0,0.0,0.0,0.0,0.0,-0.45420149731765513,0.6177741588371122,0.0828013812921679,0.011215199496299894
-1.4697447731774516,1.0609614077869802,0.6658972163256889,0.053036290542200076,-0.36738792969896666,-0.4431808532727998,-0.1987886503318683,2.5034662872797564,0.31743081900695036,-0.06837547794978699,-0.1425624552335802,0.0995841050503044,1.9850761230244993,0.0,0.0,0.0,1.0,0.0,0.27947140592706093,-0.9834561150148566,-0.10697791814656105,-0.835332489104111
0.8387996057416263,-0.7082040641183873,-1.8733585409491647,-0.9440373847437765,-0.6527551340859861,-0.6785100392134616,-0.597373873305326,-1.3867594092710982,-0.8251261194932124,-0.40385731633382366,-0.4268815845003295,-0.3247409720945193,-1.7322417750585888,1.0,0.0,0.0,0.0,0.0,-0.7656422214149521,1.2127284942216565,-0.06583073350526063,0.20751611279494234
0.8936462324546063,-0.7596877154172206,-1.8733585409491647,2.331756170755859,2.3275051056327185,2.344816307940875,2.3506526815172295,1.5666995558752124,1.4756328190250292,1.5045944635545092,1.4933305958116752,1.4980619796371575,1.4303955776609565,1.0,0.0,0.0,0.0,0.0,-0.07715026698097169,-0.138401934763135,-0.026653055805256943,0.20751611279494234
