housing_median_age,median_income_log,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,size_pc1,coords_sum
0.3484902466663322,-0.18433998806295643,0.0,0.0,0.0,0.0,1.0,0.7578950893191749,-0.46726827666913456
1.618118125303759,0.17016113571711636,0.0,0.0,0.0,0.0,1.0,0.7400316704167201,-0.5531499262372841
-1.952710283364004,0.37059705284301936,0.0,0.0,0.0,0.0,1.0,-0.23172486704382117,-2.307589338843964
0.5865454739108498,-1.2588564024308864,0.0,0.0,0.0,0.0,1.0,-0.12148374685411277,-0.5899563474807992
1.142007670814724,0.009914763519614183,0.0,1.0,0.0,0.0,0.0,-0.019679050473829385,1.1276766438823658
-0.6830824047265771,1.5061008564154466,1.0,0.0,0.0,0.0,0.0,1.181589941823468,-0.6144939616431251
-0.04826846540786368,-0.7389794631290074,1.0,0.0,0.0,0.0,0.0,0.00634537964824344,0.011215199496299894
0.6658972163256889,1.9850761230244993,0.0,0.0,0.0,1.0,0.0,0.055895635700870375,-0.835332489104111
-1.8733585409491647,-1.7322417750585888,1.0,0.0,0.0,0.0,0.0,-0.5130304178920038,0.20751611279494234
-1.8733585409491647,1.4303955776609565,1.0,0.0,0.0,0.0,0.0,1.5390704412131693,0.20751611279494234
1.8561733525482766,0.4044251645464262,0.0,0.0,0.0,1.0,0.0,-1.0443106300071645,-0.9702893669969298
-0.2863236926523812,-0.9877973876727701,1.0,0.0,0.0,0.0,0.0,0.4201143895417098,-0.5408811191561298
-1.2385446016304513,-0.4592162770124594,0.0,1.0,0.0,0.0,0.0,-0.2708816029285056,2.0601059820509438
0.5865454739108498,-1.1100196325260805,1.0,0.0,0.0,0.0,0.0,0.7252463692708171,-0.7494508395359439
1.3800628980592415,-0.5064491915111199,1.0,0.0,0.0,0.0,0.0,-0.5211535682724477,-0.2709673633704921
0.5865454739108498,-0.24839257593838932,1.0,0.0,0.0,0.0,0.0,0.4682183139525334,-0.4918058908314779
1.8561733525482766,-0.4462021634844843,1.0,0.0,0.0,0.0,0.0,0.1585432415573745,-1.2770095440260651
-0.6830824047265771,0.5081248789137832,0.0,1.0,0.0,0.0,0.0,0.9491134988637453,0.7718812385285612
0.4278419890811714,0.4134871721259346,1.0,0.0,0.0,0.0,0.0,0.5047024844109288,-0.20962332796468594
-0.6037306623117379,-1.8112709200672912,1.0,0.0,0.0,0.0,0.0,-0.5465993708317505,-0.5040746979126322
0.18978676183665386,-1.0210787308621334,0.0,1.0,0.0,0.0,0.0,-0.2204920121375733,0.931375730583706
0.5071937314960105,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,0.4113837150711978,-0.9825581740781015
-0.5243789198968988,-0.5800597303240727,1.0,0.0,0.0,0.0,0.0,-0.007669683209002482,-0.3323113987763331
1.142007670814724,-1.6463805415860095,1.0,0.0,0.0,0.0,0.0,-0.37433253445697073,-0.442730662506826
-0.8417858895562554,-0.9627276371704693,0.0,1.0,0.0,0.0,0.0,-1.7451736112188672,3.0906857768688254
1.8561733525482766,1.0060047403376384,0.0,0.0,0.0,1.0,0.0,-0.32250586837653217,-0.5531499262373015
-1.0798411168007729,-2.646082721101761,0.0,1.0,0.0,0.0,0.0,-3.1930714361069263,2.2686757024307402
1.3800628980592415,-0.022346073054867473,1.0,0.0,0.0,0.0,0.0,-0.7052921280871618,-0.29550497753283544
-0.5243789198968988,0.2101439182955416,1.0,0.0,0.0,0.0,0.0,-0.43292695272549897,-0.40592424126331095
0.0310832770069755,-0.7647636129741833,1.0,0.0,0.0,0.0,0.0,-0.157275557588308,-0.9702893669969298
0.26913850425149305,-0.5765452929435133,1.0,0.0,0.0,0.0,0.0,0.24355226273950412,-0.01332241466600862
-2.111413768193682,0.3221420756797369,0.0,1.0,0.0,0.0,0.0,0.31313781462030105,0.5878491323110729
0.8246007011553673,-0.4969409661987591,1.0,0.0,0.0,0.0,0.0,-0.14837324098708768,-0.5776875403996274
0.6658972163256889,-0.7450111672339493,1.0,0.0,0.0,0.0,0.0,-0.9660104829873567,-0.05012883590952369
0.18978676183665386,-0.06247954912594515,1.0,0.0,0.0,0.0,0.0,0.9464835795625697,-0.3445802058574874
0.5071937314960105,0.03221641720326567,1.0,0.0,0.0,0.0,0.0,-0.41962021319546955,-0.35684901293864163
-0.9211376319710947,-1.1911419426419163,0.0,1.0,0.0,0.0,0.0,0.45363405928589695,2.7471591785961924
1.8561733525482766,-0.23212520870525338,1.0,0.0,0.0,0.0,0.0,1.253975442670696,-0.3691178200198133
-1.0004893743859338,0.848207957215591,1.0,0.0,0.0,0.0,0.0,1.3622183856523877,-0.3200425916951614
-0.04826846540786368,-2.4240269002060164,1.0,0.0,0.0,0.0,0.0,-0.3069910105044412,-0.4059242412633284
0.26913850425149305,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,1.484075542450859,-0.5286123120749756
0.18978676183665386,0.24611664106003406,0.0,1.0,0.0,0.0,0.0,0.4098312888328757,0.011215199496299894
0.5071937314960105,0.2902333382511439,0.0,1.0,0.0,0.0,0.0,-1.3236747369292037,0.5633115181487645
1.0626559283998849,1.2664294379364567,1.0,0.0,0.0,0.0,0.0,-0.28695444517146484,-0.5776875403996274
-0.2863236926523812,0.057173396456307146,1.0,0.0,0.0,0.0,0.0,0.020504499026292696,-0.3936554341821393
-0.9211376319710947,-0.19986125312965838,1.0,0.0,0.0,0.0,0.0,1.4280972888163423,-0.1973545208834968
1.3007111556444024,-0.4842863500747906,0.0,1.0,0.0,0.0,0.0,0.5364153871466725,1.2012894863693437
0.0310832770069755,-0.22824563615209786,1.0,0.0,0.0,0.0,0.0,0.5188536936092456,-0.2709673633704921
-0.2863236926523812,-0.28600153359517355,1.0,0.0,0.0,0.0,0.0,-0.7849789868890719,-0.1973545208834968
1.8561733525482766,0.31146807262797155,1.0,0.0,0.0,0.0,0.0,0.41074553244332057,-0.037860028828352
1.3800628980592415,-0.8358277611675996,1.0,0.0,0.0,0.0,0.0,0.7179516533951467,-0.30777378461398974
1.142007670814724,0.5448042609803152,0.0,0.0,0.0,1.0,0.0,-0.6643567061432247,-0.23416094212699445
