longitude,latitude,housing_median_age,total_rooms_log,total_bedrooms_log,population_log,households_log,median_income_log,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
1.2725865624715638,-1.3728111990669665,0.3484902466663322,0.6202966918251112,0.5930505364866058,1.051362795320184,0.6808713637909755,-0.18433998806295643,0.0,0.0,0.0,0.0,1.0
0.709162124420041,-0.8766960138236605,1.618118125303759,0.7317488707083172,0.9240093277702595,0.24976122352461944,0.961183058227168,0.17016113571711636,0.0,0.0,0.0,0.0,1.0
-0.44760309352645633,-0.4601464714967377,-1.952710283364004,-0.08685728512665283,-0.33643828941099735,-0.26826532103648154,-0.2129143036438443,0.37059705284301936,0.0,0.0,0.0,0.0,1.0
1.2326981066803062,-1.382171862939483,0.5865454739108498,-0.4958137413919698,-0.1863155928334675,0.35881164646927527,-0.13334155729854832,-1.2588564024308864,0.0,0.0,0.0,0.0,1.0
-0.10855121930075651,0.5320838989898743,1.142007670814724,0.2354503141796568,0.047502239421654595,-0.3338718515252905,-0.03487827588218402,0.009914763519614183,0.0,1.0,0.0,0.0,0.0
-1.1356789559256615,0.8316251429103606,-0.6830824047265771,1.2944051028196166,0.962362207678882,1.2783376181794153,1.0449595524300859,1.5061008564154466,1.0,0.0,0.0,0.0,0.0
0.8038972069242786,-0.7503270515447072,-0.04826846540786368,-0.253774488308484,-0.0005381981797132921,0.2937484926924943,-0.004730865287900933,-0.7389794631290074,1.0,0.0,0.0,0.0,0.0
-1.4697447731774516,1.0609614077869802,0.6658972163256889,0.31743081900695036,-0.06837547794978699,-0.1425624552335802,0.0995841050503044,1.9850761230244993,0.0,0.0,0.0,1.0,0.0
0.8387996057416263,-0.7082040641183873,-1.8733585409491647,-0.8251261194932124,-0.40385731633382366,-0.4268815845003295,-0.3247409720945193,-1.7322417750585888,1.0,0.0,0.0,0.0,0.0
0.8936462324546063,-0.7596877154172206,-1.8733585409491647,1.4756328190250292,1.5045944635545092,1.4933305958116752,1.4980619796371575,1.4303955776609565,1.0,0.0,0.0,0.0,0.0
-1.429856317386194,0.9720351009980871,1.8561733525482766,-1.0187510295443125,-1.090155038015111,-0.7509522657087722,-1.1887002042753492,0.4044251645464262,0.0,0.0,0.0,1.0,0.0
0.6144270419158034,-0.7830893750985106,-0.2863236926523812,-0.11169984981123467,0.5672817953215428,0.6269050456163716,0.5647460494397566,-0.9877973876727701,1.0,0.0,0.0,0.0,0.0
-0.06866276350949894,0.8503464706553906,-1.2385446016304513,-0.0127154955091732,-0.15495441548956226,-0.552813357547407,-0.33875839447402034,-0.4592162770124594,0.0,1.0,0.0,0.0,0.0
-1.145651069873474,0.7895021554840407,0.5865454739108498,-0.08164320405956804,0.7303457821283632,1.4933305958116752,0.7016467822451009,-1.1100196325260805,1.0,0.0,0.0,0.0,0.0
0.6194130988897062,-0.6848024044371007,1.3800628980592415,-0.5239810445516051,-0.4745450745764015,-0.623191657027914,-0.40111607580228187,-0.5064491915111199,1.0,0.0,0.0,0.0,0.0
0.6742597256026862,-0.8205320305885705,0.5865454739108498,0.3583435404180876,0.30377499460164314,0.7565113019624393,0.4023432981426994,-0.24839257593838932,1.0,0.0,0.0,0.0,0.0
-1.0309717594736114,0.48060024769104104,1.8561733525482766,0.2169041760607831,0.1390809340764656,0.08237560472338848,0.17400000261286508,-0.4462021634844843,1.0,0.0,0.0,0.0,0.0
-0.8764039932824839,1.1171253910220735,-0.6830824047265771,1.0428529102810051,0.8558195184343607,0.9011743983331165,0.8783708237197065,0.5081248789137832,0.0,1.0,0.0,0.0,0.0
0.5745385861245388,-0.6192777573294941,0.4278419890811714,0.39013700411364566,0.3066037802451352,0.8134966334725668,0.4521845635998848,0.4134871721259346,1.0,0.0,0.0,0.0,0.0
0.6493294407331511,-0.8018107028435405,-0.6037306623117379,-1.2279886732158067,-0.5900597841687334,0.21558225676781453,-0.4921363540972757,-1.8112709200672912,1.0,0.0,0.0,0.0,0.0
1.1180187962804362,-0.6941630683096174,0.18978676183665386,-0.32258541013257036,-0.23876135882466223,-0.07266116334431,-0.21722572414236205,-1.0210787308621334,0.0,1.0,0.0,0.0,0.0
-1.1955116396125514,0.747379168057724,0.5071937314960105,0.8099355276080924,0.21925800160152817,0.2616958742560709,0.2911395022063918,2.0151935251084527,1.0,0.0,0.0,0.0,0.0
-1.7788803055597064,1.5430355972215128,-0.5243789198968988,0.09891000284286376,0.06428307525788088,-0.07402628234901769,-0.12116700812023126,-0.5800597303240727,1.0,0.0,0.0,0.0,0.0
0.6493294407331511,-0.7784090431622539,1.142007670814724,-0.688647513523749,-0.4223748799839567,-0.00471043988029522,-0.3247409720945193,-1.6463805415860095,1.0,0.0,0.0,0.0,0.0
-1.3600515197514915,2.455700324791745,-0.8417858895562554,-1.3925178685730122,-1.3827807803742937,-2.1402033244247836,-1.8638454514611051,-0.9627276371704693,0.0,1.0,0.0,0.0,0.0
