housing_median_age,median_income_log,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_bedrooms_combined,pop_households_combined,coords_sum
0.3484902466663322,-0.18433998806295643,0.0,0.0,0.0,0.0,1.0,0.6156564913536178,0.8829271031476786,-0.46726827666913456
1.618118125303759,0.17016113571711636,0.0,0.0,0.0,0.0,1.0,0.8384420766877464,0.6141228275558512,-0.5531499262372841
-1.952710283364004,0.37059705284301936,0.0,0.0,0.0,0.0,1.0,-0.21286733401414587,-0.24510732398685806,-2.307589338843964
0.5865454739108498,-1.2588564024308864,0.0,0.0,0.0,0.0,1.0,-0.34828830418060397,0.1163414722302667,-0.5899563474807992
1.142007670814724,0.009914763519614183,0.0,1.0,0.0,0.0,0.0,0.14491280319935176,-0.18865683235404337,1.1276766438823658
-0.6830824047265771,1.5061008564154466,1.0,0.0,0.0,0.0,0.0,1.1471702648121906,1.1833524161406692,-0.6144939616431251
-0.04826846540786368,-0.7389794631290074,1.0,0.0,0.0,0.0,0.0,-0.13086797507171355,0.1480696829577465,0.011215199496299894
0.6658972163256889,1.9850761230244993,0.0,0.0,0.0,1.0,0.0,0.1291807534824603,-0.022650565962003162,-0.835332489104111
-1.8733585409491647,-1.7322417750585888,1.0,0.0,0.0,0.0,0.0,-0.6264990204347567,-0.38291791875418096,0.20751611279494234
-1.8733585409491647,1.4303955776609565,1.0,0.0,0.0,0.0,0.0,1.5114689701130692,1.5226661296669126,0.20751611279494234
1.8561733525482766,0.4044251645464262,0.0,0.0,0.0,1.0,0.0,-1.0691886112870677,-0.9859249251137266,-0.9702893669969298
-0.2863236926523812,-0.9877973876727701,1.0,0.0,0.0,0.0,0.0,0.22607154022062398,0.6067738812942606,-0.5408811191561298
-1.2385446016304513,-0.4592162770124594,0.0,1.0,0.0,0.0,0.0,-0.08399752156782059,-0.45451256024312214,2.0601059820509438
0.5865454739108498,-1.1100196325260805,1.0,0.0,0.0,0.0,0.0,0.3230468295155215,1.119818821206605,-0.7494508395359439
1.3800628980592415,-0.5064491915111199,1.0,0.0,0.0,0.0,0.0,-0.5068551255550376,-0.5221035713742338,-0.2709673633704921
0.5865454739108498,-0.24839257593838932,1.0,0.0,0.0,0.0,0.0,0.3362545151249977,0.5910127865815182,-0.4918058908314779
1.8561733525482766,-0.4462021634844843,1.0,0.0,0.0,0.0,0.0,0.1811439890232307,0.13020778281531212,-1.2770095440260651
-0.6830824047265771,0.5081248789137832,0.0,1.0,0.0,0.0,0.0,0.9644597110460928,0.9058985149155436,0.7718812385285612
0.4278419890811714,0.4134871721259346,1.0,0.0,0.0,0.0,0.0,0.35403022454655186,0.6454125799505499,-0.20962332796468594
-0.6037306623117379,-1.8112709200672912,1.0,0.0,0.0,0.0,0.0,-0.9268956785641013,-0.1385105565509139,-0.5040746979126322
0.18978676183665386,-1.0210787308621334,0.0,1.0,0.0,0.0,0.0,-0.28535545515150146,-0.1470965732428412,0.931375730583706
0.5071937314960105,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,0.5264097790970619,0.28131066740438,-0.9825581740781015
-0.5243789198968988,-0.5800597303240727,1.0,0.0,0.0,0.0,0.0,0.08303348751680063,-0.09920683768827886,-0.3323113987763331
1.142007670814724,-1.6463805415860095,1.0,0.0,0.0,0.0,0.0,-0.5655195614554419,-0.16667510593879847,-0.442730662506826
-0.8417858895562554,-0.9627276371704693,0.0,1.0,0.0,0.0,0.0,-1.4078074156902851,-2.0390273840435573,3.0906857768688254
1.8561733525482766,1.0060047403376384,0.0,0.0,0.0,1.0,0.0,-0.15368907186116096,-0.48716142338910173,-0.5531499262373015
-1.0798411168007729,-2.646082721101761,0.0,1.0,0.0,0.0,0.0,-3.152627451991536,-3.1386113509086493,2.2686757024307402
1.3800628980592415,-0.022346073054867473,1.0,0.0,0.0,0.0,0.0,-0.9242693896148946,-0.45951339810857067,-0.29550497753283544
-0.5243789198968988,0.2101439182955416,1.0,0.0,0.0,0.0,0.0,-0.4236605380826473,-0.4296493677516302,-0.40592424126331095
0.0310832770069755,-0.7647636129741833,1.0,0.0,0.0,0.0,0.0,-0.09387422402090174,-0.21573047498118833,-0.9702893669969298
0.26913850425149305,-0.5765452929435133,1.0,0.0,0.0,0.0,0.0,0.27907591865624604,0.19972318364468947,-0.01332241466600862
-2.111413768193682,0.3221420756797369,0.0,1.0,0.0,0.0,0.0,0.3868842770824973,0.23031209346309886,0.5878491323110729
0.8246007011553673,-0.4969409661987591,1.0,0.0,0.0,0.0,0.0,-0.23066757429693546,-0.05918775916310278,-0.5776875403996274
0.6658972163256889,-0.7450111672339493,1.0,0.0,0.0,0.0,0.0,-1.209858045071837,-0.685696647690339,-0.05012883590952369
0.18978676183665386,-0.06247954912594515,1.0,0.0,0.0,0.0,0.0,0.9441932291188391,0.9196971502457043,-0.3445802058574874
0.5071937314960105,0.03221641720326567,1.0,0.0,0.0,0.0,0.0,-0.388336382531419,-0.438318010700605,-0.35684901293864163
-0.9211376319710947,-1.1911419426419163,0.0,1.0,0.0,0.0,0.0,0.44821986415253395,0.4463573076997909,2.7471591785961924
1.8561733525482766,-0.23212520870525338,1.0,0.0,0.0,0.0,0.0,1.1038751364749744,1.3723477433844056,-0.3691178200198133
-1.0004893743859338,0.848207957215591,1.0,0.0,0.0,0.0,0.0,1.334118970431278,1.3526197402275666,-0.3200425916951614
-0.04826846540786368,-2.4240269002060164,1.0,0.0,0.0,0.0,0.0,-0.44018253851645095,-0.16518973888159974,-0.4059242412633284
0.26913850425149305,2.0151935251084527,1.0,0.0,0.0,0.0,0.0,1.491713548541688,1.4321495397621793,-0.5286123120749756
0.18978676183665386,0.24611664106003406,0.0,1.0,0.0,0.0,0.0,0.3844202464515328,0.4237112503233156,0.011215199496299894
0.5071937314960105,0.2902333382511439,0.0,1.0,0.0,0.0,0.0,-1.4223495230499157,-1.1793024425703769,0.5633115181487645
